,flood_file_name,Year,SSP,Return period,Road length flooded more than 15cm,Percentage of road flooded more than 15cm,Road length flooded more than 50cm,Percentage of road flooded more than 50cm,Road length flooded more than 85cm,Percentage of road flooded more than 85cm,Road length flooded more than 120cm,Percentage of road flooded more than 120cm,Road length flooded more than 155cm,Percentage of road flooded more than 155cm,Road length flooded more than 190cm,Percentage of road flooded more than 190cm,Road length flooded more than 225cm,Percentage of road flooded more than 225cm,Road length flooded more than 260cm,Percentage of road flooded more than 260cm,Road length flooded more than 295cm,Percentage of road flooded more than 295cm,Road length flooded more than 330cm,Percentage of road flooded more than 330cm,Road length flooded more than 365cm,Percentage of road flooded more than 365cm
72, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP1_2080_1in10_,2080,SSP1,10,200820,12.05995748207401,108420,6.511007818974525,49380,2.9654451770979713,21840,1.3115699203689692,9540,0.572911036644687,4050,0.2432169495189709,1200,0.07206428133895434,0,0.0,0,0.0,0,0.0,0,0.0
73, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP1_2080_1in100_,2080,SSP1,100,618840,37.16354988649876,374580,22.4948654199546,316470,19.005152596115735,277260,16.6504522033654,223020,13.393146686844664,157650,9.467444960905128,91890,5.5183223435304285,48930,2.9384210715958634,9810,0.5891254999459518,1170,0.07026267430548049,90,0.005404821100421576
74, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP1_2080_1in1000_,2080,SSP1,1000,1115100,66.96573343422332,905760,54.39411955464274,776910,46.65621734587252,659430,39.60112420278889,560400,33.654019385291676,472440,28.371707563146327,398700,23.943357474867582,341850,20.52931214643462,303450,18.22325514358808,267600,16.07033473858682,215370,12.933736893308831
75, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP1_2080_1in20_,2080,SSP1,20,322710,19.379886859078297,168090,10.094404208554032,109140,6.554246387777899,58170,3.4933160379058124,15060,0.9044067308038771,6120,0.3675278348286672,1920,0.11530285014232697,60,0.0036032140669477178,0,0.0,0,0.0,0,0.0
76, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP1_2080_1in200_,2080,SSP1,200,796410,47.82726191763052,519690,31.209238640867653,402930,24.197384066587396,339210,20.37077072748892,299640,17.994451050336902,258810,15.542463877778978,198270,11.906820884228733,136590,8.202716823406478,73170,4.394119554642741,34350,2.062840053327568,3960,0.23781212841854932
77, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP1_2080_1in5_,2080,SSP1,5,139020,8.348646993117862,55590,3.3383778330270597,25410,1.5259611573523584,10380,0.6233560335819551,3540,0.21258962994991532,600,0.03603214066947717,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
78, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP1_2080_1in50_,2080,SSP1,50,496200,29.798580333657622,302490,18.165603718516916,244110,14.65967643137679,175620,10.546607573955969,108660,6.525420675242316,61980,3.722120131156992,20880,1.2539184952978055,1950,0.11710445717580081,150,0.009008035167369293,60,0.0036032140669477178,30,0.0018016070334738589
79, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP1_2080_1in500_,2080,SSP1,500,949890,57.044283500882784,755940,45.39689402947429,617610,37.089683998126326,518490,31.137174359528704,429600,25.799012719345654,355740,21.363456202933016,310170,18.626815119086224,273150,16.403632039779485,223230,13.405757936078983,162150,9.737686015926206,90060,5.408424314488524
80, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP2_2080_1in10_,2080,SSP2,10,220170,13.221994018664649,119430,7.172197600259432,64920,3.8986776204374305,23760,1.426872770511296,11430,0.6864122797535401,4890,0.29366194645623894,1620,0.09728677980758837,0,0.0,0,0.0,0,0.0,0,0.0
81, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP2_2080_1in100_,2080,SSP2,100,650130,39.042626022411994,410490,24.65138903902281,337080,20.24285662811228,299010,17.956617302633948,255870,15.36590638849854,193290,11.607754116672071,129210,7.75952149317191,70470,4.231974921630094,31980,1.9205130976831333,3150,0.18916873851475516,270,0.01621446330126473
82, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP2_2080_1in1000_,2080,SSP2,1000,1141740,68.56556047994812,950880,57.103736532987426,818460,49.151443087233815,704310,42.296328324865776,605790,36.37985082693763,512610,30.784059380967822,437310,26.26202572694844,371790,22.327315965841528,326850,19.62850862969769,291270,17.491802687997694,252720,15.176737649983785
83, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP2_2080_1in20_,2080,SSP2,20,346050,20.78153713112096,210360,12.632868518718698,133290,8.004540049724355,76590,4.599502756458762,30150,1.810615068641228,7050,0.42337765286635676,2700,0.16214463301264728,270,0.01621446330126473,0,0.0,0,0.0,0,0.0
84, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP2_2080_1in200_,2080,SSP2,200,825810,49.59283681043491,584760,35.116924296472455,460470,27.652866356790256,371220,22.29308543220553,319950,19.2141390119987,282540,16.967535041256802,234960,14.110186286167261,170310,10.227723129031094,102390,6.148884805246279,55290,3.3203617626923214,15750,0.9458436925737758
85, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP2_2080_1in5_,2080,SSP2,5,159060,9.552120491478398,75750,4.549057759521493,39870,2.394335747486758,20370,1.2232911757287501,9060,0.5440853241091054,3930,0.23601052138507547,1080,0.06485785320505892,0,0.0,0,0.0,0,0.0,0,0.0
86, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP2_2080_1in50_,2080,SSP2,50,515010,30.928187943645728,323880,19.45014953338378,273420,16.41984650308075,214380,12.874283861204194,148050,8.890930710193492,86340,5.185025042337765,45630,2.740244297913739,6270,0.3765358699960365,690,0.04143696176989875,90,0.005404821100421576,30,0.0018016070334738589
87, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP2_2080_1in500_,2080,SSP2,500,986640,59.25125211688827,813210,48.83616185637589,680400,40.86044751918712,574260,34.4863618347566,477420,28.670774330702987,395340,23.74157748711851,335220,20.131156992036896,296520,17.807083918855618,258900,15.5478686988794,200400,12.034734983605375,141090,8.472957878427557
88, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP3_2080_1in10_,2080,SSP3,10,237060,14.236298778510431,133500,8.017151298958671,80760,4.8499261341116275,26010,1.5619932980218354,13350,0.801715129895867,5370,0.3224876589918207,1950,0.11710445717580081,120,0.0072064281338954355,0,0.0,0,0.0,0,0.0
89, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP3_2080_1in100_,2080,SSP3,100,713370,42.84041364897489,453630,27.242099953158217,361530,21.71116636039347,314610,18.893452960040356,276630,16.61261845566245,223980,13.45079811191583,160350,9.629589593917775,91890,5.5183223435304285,49380,2.9654451770979713,9840,0.5909271069794256,1410,0.08467553057327136
90, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP3_2080_1in1000_,2080,SSP3,1000,1155330,69.38168846611177,988860,59.38457103736533,858330,51.545778834720565,745320,44.759125139624544,648300,38.93272799337009,550650,33.068497099412674,473760,28.450978272619174,405360,24.34331423629878,351510,21.1094296112132,313530,18.828595106835298,278430,16.720714877670883
91, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP3_2080_1in20_,2080,SSP3,20,365970,21.977804201347602,239340,14.373220913054444,163620,9.825964760566425,96720,5.80838107591972,52110,3.129391417144092,9990,0.5999351421467949,3390,0.20358159478254603,450,0.02702410550210788,30,0.0018016070334738589,0,0.0,0,0.0
92, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP3_2080_1in200_,2080,SSP3,200,848520,50.956653334774614,630720,37.876986271754404,509070,30.57146975101791,412080,24.746874211796925,344730,20.702266421648112,302430,18.162000504449967,263760,15.839729038302167,206370,12.393254783266675,146610,8.804453572586747,77190,4.635534897128238,38220,2.295247360645696
93, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP3_2080_1in5_,2080,SSP3,5,171660,10.308795445537418,84570,5.078730227362808,43290,2.5997189493027784,22050,1.3241811696032861,10410,0.625157640615429,4410,0.2648362339206572,1350,0.08107231650632364,0,0.0,0,0.0,0,0.0,0,0.0
94, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP3_2080_1in50_,2080,SSP3,50,548160,32.91896371563435,342840,20.588765178539255,293250,17.610708752206968,244740,14.697510179079739,176910,10.624076676395344,110370,6.628112276150326,62820,3.7725651280942603,22710,1.3638165243397111,1980,0.11890606420927466,150,0.009008035167369293,60,0.0036032140669477178
95, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP3_2080_1in500_,2080,SSP3,500,1039050,62.39865960436709,850350,51.06655136381653,719430,43.2043382697366,608970,36.57082117248586,512910,30.802075451302564,433020,26.004395921161677,361650,21.718372788527365,316290,18.99434295391489,280170,16.825208085612367,234990,14.111987893200736,173040,10.391669369077217
96, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP5_2080_1in10_,2080,SSP5,10,262440,15.760458328829316,153690,9.229632832486578,95040,5.707491082045184,38850,2.333081108348647,15510,0.931430836305985,6060,0.36392462076171944,2610,0.1567398119122257,300,0.018016070334738586,0,0.0,0,0.0,0,0.0
97, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP5_2080_1in100_,2080,SSP5,100,765450,45.9680034590855,498900,29.96072496667027,386220,23.19388894894246,329460,19.785248441609916,293160,17.605303931106548,248250,14.908298201996182,183840,11.040247901127806,119580,7.1812056354268,65220,3.916693690772169,25020,1.502540265917198,2580,0.15493820487875185
98, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP5_2080_1in1000_,2080,SSP5,1000,1162920,69.83749504558065,1017510,61.10510575433287,893580,53.66266709905235,779790,46.829171621086005,683730,41.06042589990271,592680,35.59254855330955,504330,30.286815839729037,433890,26.056642525132418,376740,22.624581126364717,334140,20.066299138831837,297330,17.855727308759413
99, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP5_2080_1in20_,2080,SSP5,20,393540,23.63348106511008,262020,15.735235830360681,187560,11.263647173278564,117270,7.042481893849313,67590,4.059020646416603,23010,1.3818325946744496,4530,0.2720426620545527,810,0.04864338990379419,30,0.0018016070334738589,0,0.0,0,0.0
100, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP5_2080_1in200_,2080,SSP5,200,878460,52.75465715418153,670650,40.27492523330811,548790,32.956797463337296,452880,27.19705977732137,369060,22.16336972579541,318480,19.125860267358483,281430,16.90087558101827,234240,14.06694771736389,171270,10.28537455410226,102930,6.181313731848809,55320,3.3221633697257955
101, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP5_2080_1in5_,2080,SSP5,5,188910,11.344719489784888,96750,5.810182682953195,46920,2.817713400353115,24510,1.4719129463481426,12840,0.7710878103268115,5220,0.3134796238244514,1890,0.1135012431088531,60,0.0036032140669477178,0,0.0,0,0.0,0,0.0
102, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP5_2080_1in50_,2080,SSP5,50,588390,35.33491874752279,363570,21.833675638669696,308760,18.542139588512953,265710,15.956833495477966,205440,12.337404965228984,141180,8.47836269952798,79020,4.745432926170143,39240,2.356501999783807,4530,0.2720426620545527,420,0.025222498468634023,60,0.0036032140669477178
103, flood_file_name floods_mosaiced_max_cropped_popdynamics_Chittagong_SSP5_2080_1in500_,2080,SSP5,500,1078740,64.782185709653,880530,52.87896803949123,755550,45.37347313803913,643200,38.626454797679536,545160,32.73880301228696,458940,27.56098439808309,387420,23.26595323028141,333510,20.028465391128886,296310,17.794472669621303,259230,15.567686376247615,202410,12.155442654848123
