element_type,osmid,amenity,name,geometry,wikidata,addr:city,addr:district,building,name:en,website,operator,building:levels,name:bn,wikipedia,addr:postcode,addr:street,level,name:ur,wikimedia_commons,addr:housenumber,opening_hours,nodes,designation,office,addr:housename,internet_access,source,access,surface,area,operator:type,religion,grades,ways,type,ward5wknn,index,points,rank,value
node,11330461982,school,"MB Grammar School,I-Block Golondaz Rd, Chattogram",POINT (91.7821819 22.3414131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11330468692,driving_school,"Islam Driving School Chittagong, Rd No. 1, Chattogram",POINT (91.7809718 22.341732),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11330474306,school,"National Grammar School, House No: 4/A A Block. Halishahar, Chattogram",POINT (91.7796278 22.3418973),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11330485935,school,Comuter Training Home,POINT (91.7799193 22.3446301),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11330524910,school,"National Housing Model Government Primary School, Rd No. 1, Chattogram",POINT (91.7775844 22.3421419),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11330528985,school,"No. 82 Sukhbilas Government Primary School, Sukhbilas, Freedom Fighter Bazar, Chattogram",POINT (91.7769986 22.3424014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11330624754,school,"Aalor Jhuti Protomik School, Foillatoli Bazar, Halishahar, Chattogram",POINT (91.7772971 22.343867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11330648465,school,"Harming Bird School, Unnamed Road, Chattogram",POINT (91.8025427 22.3407994),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11330648469,school,"Gregorian Public School, Samchu Company Building, Eidgah, D.T. Road, Monsurabad, Chattogram",POINT (91.8029709 22.342991),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11330653690,school,"Eidgah Muslim Govt. Primary Girls School, Dhaka Trunk Rd, Chattogram",POINT (91.802435 22.341853),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11330681140,school,,POINT (91.801671 22.3366742),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11330683030,school,"Al-Rahman Ideal School, A.Kader Karany Rd, Chattogram",POINT (91.7982425 22.3385517),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11330685283,school,"Nasrin Rahman Ideal School, Unnamed Road, Chattogram",POINT (91.8002648 22.3380749),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11330699100,school,"Humming Bird International School, Unnamed Road, Chattogram",POINT (91.8023771 22.3395806),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11332347360,school,"Nasreen - Rahman Ideal School, Padda R/A Rd, Chattogram",POINT (91.8001339 22.3348196),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11332347361,school,"Al-haj Mohammod Abdus Salam High School, Padda R/A Rd, Chattogram",POINT (91.802136 22.3356359),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11332402499,school,"Khan Shaheb Abdul Hakim High School Playground, Mistripara Rd, Chattogram",POINT (91.806041 22.3378506),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11332416019,school,"Bidyut Unnayan Board High School, Bank Colony, Dhaka Trunk Rd, Chattogram",POINT (91.8042938 22.3422284),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11332432632,school,"Power Development Board (PDB) High School Playground, Dhaka Trunk Rd, Chattogram",POINT (91.8047547 22.3416246),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11335127137,school,"JUS KG & Elementary School, Panwala Para, Chattogram",POINT (91.8062218 22.3331047),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11335144096,school,"Shah Amanat City Model School and College Playground, Mollapara, Chattogram",POINT (91.8026581 22.3364082),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11335149051,school,"Iqra International School and College, Mistripara Road, Dewanhat, Agrabad, Chattogram",POINT (91.8100142 22.3369528),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11335154235,kindergarten,"Haji Abdur Rahman City Corporation Kindergarten, Sultan Mansion Road, Panwala Para, Chattogram",POINT (91.8084561 22.3326125),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11335161978,kindergarten,"Markazus Suffah Academy Chattogram, Askarabad, Laboratory gali, Chattogram",POINT (91.8088334 22.3384944),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11335174025,school,"Spine Elementary School, Sheikh Mujib Road, Agrabad, Chattogram",POINT (91.8102344 22.3350389),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11335183364,kindergarten,"Dew Drops Kindergarten School, Mistiri Para, North Agrabad, Chattogram",POINT (91.8102646 22.3341454),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11335210027,school,"Childrens Garden School, 1282 Mistripara Rd, Chattogram",POINT (91.810927 22.33697),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11342801602,college,"Posterpar Asma Khatu City Corporation Women (Degree) College, Sheikh Mujib Rd, Chattogram",POINT (91.8128902 22.3366659),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11342963898,college,"CMSS Institute Of Medical Technology Chittagong, 1 No, Supariwala Para, Chattogram",POINT (91.8149439 22.3378708),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11345620464,school,"United Model Grammar School, Dhaniala Para Road, Dhanialapara, Double Mooring, Chattogram",POINT (91.8152797 22.3351862),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11345701834,school,"Sharadiner School & College, 1 No, Supariwala Gali, Dewanhat, Chattogram",POINT (91.8149251 22.3364154),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11345724928,school,"Bright Sun School, 1 No, Supariwala Para, DewanhatChattogram",POINT (91.8149005 22.3364712),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11353389659,school,"Avoy Art School, Haji Tamijur Rahman Bhaban, Pathantuly Road, Motiyar Pol, Chattogram",POINT (91.8180682 22.3337929),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11353400964,college,"Oxford Modern Commerce College, Motiarpol, Pathantuli Road, Dhaniala Para, Kadamtali, Chattogram",POINT (91.8180653 22.3337259),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11353417286,college,"Oxford Modern School & College, Academic Building- 2, Pathantuli Rd, Chattogram",POINT (91.8179907 22.3337139),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11353446644,school,"Pathantuli Khan Shaheb government primary boys school, Uttar Pathantuli Road, Agrabad, Chattogram",POINT (91.8144027 22.3325852),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11353451315,school,"R.S.R International School & College (Unit-1), Pathantooly Road, Chattogram",POINT (91.8159126 22.3331709),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11353455967,school,"Pathantuli khan shaheb city corporation girls high school, Pathantuli Rd, Chattogram",POINT (91.813905 22.3326276),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11353456340,school,"International Ideal School, Padhantuli Road, Khan Bari, Chowmoni Agrabad, Chattogram",POINT (91.8129943 22.3328311),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11353459145,school,"Pathantuli Khan Shaheb government primary boys school, Pathantuli Road, Agrabad, Chattogram",POINT (91.8142716 22.3326414),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11361224162,school,"Golden Bells Public School, Commerce College Road, Chattogram",POINT (91.8177056 22.3305791),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11361230783,school,"St. Johns Grammar School, Professor Ln, Chattogram",POINT (91.8172324 22.3285669),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11361247687,school,"BD ICT CLUB, Ctg. Govt. Commerce College Unit, Commerce College Road, Chattogram",POINT (91.8168393 22.3260009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11361262717,school,"Alhaj Abdur Rashid Registered Private Primary School, Amir Hossain Dobhash Road, Chattogram",POINT (91.8173414 22.3229664),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11361291270,school,"South City School & College, Sheikh Mujib Road, Agrabad, Chattogram",POINT (91.8145562 22.3232124),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11361323144,school,"Bondor Debar Par Residential Area Primary School, Sheikh Mujib Rd, Chattogram",POINT (91.8127116 22.3248279),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11368115027,library,"Promi Library And Stationary, Moghaltully by lane, Chattogram",POINT (91.816388 22.328233),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11379032922,school,"Oxford Modern School & Collage, Pathantuli Road Matiar Pool, Kadamtali, Chattogram",POINT (91.8183553 22.3336175),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11379033391,school,"Pathantooly City Corporation Boys High School, Agrabad, Chattogram",POINT (91.8161305 22.3306345),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11379105852,school,"Jamiruddin Govt. Primary School, Commerce College Road, Motiarpool, Chattogram",POINT (91.8187518 22.3309533),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11379119101,school,"Kadamtali Abedia Government Ideal Primary School, Pathantuli Rd, Chattogram",POINT (91.8196213 22.3342329),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11380788785,school,"Gashfool School, Dhaka Trunk Rd, Chattogram",POINT (91.8211361 22.3296104),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11380818657,school,"Nimtala Nahar Yunus Ideal Kindergarten School, Port Connecting Rd, Chattogram",POINT (91.7962498 22.3164426),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11380821385,school,"Madarbari Government Primary Boys School, Dhaka Trunk Rd, Chattogram",POINT (91.8199716 22.3249104),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11380836125,school,"United Grammar School, Mokbulia School Road, Nimtala, Chattogram",POINT (91.7996341 22.3151438),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11380951498,college,"Chattogram Port College, Port Connecting Rd, Chattogram",POINT (91.7949405 22.3156237),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11383008344,school,"Nimtala High School, PC Road, Puraba Nimtala, Chattogram",POINT (91.7984737 22.3144659),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11383015493,college,"Port Authority Girls College, Port Colony Rd, Chattogram",POINT (91.7949417 22.314248),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11383039025,school,"Halishahar Moqbulia Govt. Primary School, PC Road, Puraba Nimtala, Chattogram",POINT (91.7988531 22.314433),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11383148430,school,"Nawbahini Ideal Government Primary School, CEPZ Entry Rd, Chattogram",POINT (91.7807072 22.291661),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11384987350,college,"BN College Building, Zone Office,CEPZ, Chattogram",POINT (91.7801181 22.2907716),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11384987371,school,"Bangladesh Navy School and College, EPZ, Chattogram",POINT (91.7802998 22.2910595),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11384992316,school,"Green View Kinder Garden K.G. School, M. A Aziz Rd, Chattogram",POINT (91.7832157 22.2882202),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11385008539,kindergarten,"HRT Sugar Daddy, M. A Aziz Rd, Chattogram",POINT (91.7832575 22.2868091),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11385044380,school,"AL Hera Islami Academy and Madrasah,Bandartila, BEPZA School and College, Chattogram",POINT (91.7811788 22.2867033),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11385203260,college,"BEPZA Public School & College, Chattogram EPZ, Chattogram",POINT (91.7802646 22.2865395),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11393313847,school,"Matrix Coaching Center, Unnamed Road, Chattogram",POINT (91.782364 22.2840004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11393314057,school,"Katakhali Ali Shah Government Primary School, M. A Aziz Road, Chattogram",POINT (91.7841646 22.2851195),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11393336731,library,"Saleh Library and Stationery, Bandartilla, M. A Aziz Rd, Chattogram",POINT (91.7841929 22.2858511),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11393367271,kindergarten,"Barnamala Kindergarten (Day Care), Bismillah Bhaban, Sailors Colony 2 Road, Chattogram",POINT (91.7836066 22.2831286),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11393373080,library,"Shah Jabbaria Library and General Store, Navy Hospital Gate ,C.E.P.Z, Chattogram",POINT (91.7842806 22.2829461),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11393383963,school,"Al Hera Islami Academy and Madrasah, BEPZA Residential Area, Chattogram",POINT (91.7774738 22.2845239),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11409283811,school,"LAL MIAH MONZIL, Unnamed Road, Chattogram",POINT (91.7839888 22.2779314),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11411461018,school,"Amin-Rahima Ideal school, Narikeltola, M. A Aziz Rd, Chattogram",POINT (91.7862728 22.2759175),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11411588432,school,"South Chittagong Motor Driving School, Hawker Lane, Chattogram",POINT (91.7863795 22.2745918),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
way,364229496,university,East Delta University,"POLYGON ((91.8113464 22.3216291, 91.8113387 22.3211335, 91.8115089 22.3211313, 91.8115165 22.3216268, 91.8113464 22.3216291))",,,,yes,,,,,,,,,,,,,,"[3682872296, 3682872297, 3682872294, 3682872295, 3682872296]",University,,,,,,,,,,,,,2,5,north,5,3.12
way,386126565,school,Bakalia Govt. High School,"POLYGON ((91.8445512 22.3557928, 91.8445624 22.3557181, 91.8443095 22.3556858, 91.8442849 22.3558507, 91.8443386 22.3558576, 91.8443163 22.3560067, 91.8444641 22.3560256, 91.8444858 22.3558802, 91.8449922 22.355945, 91.8449607 22.3561561, 91.8450868 22.3561722, 91.845162 22.35567, 91.8450094 22.3556505, 91.844995 22.3557472, 91.8450261 22.3557511, 91.8450082 22.3558712, 91.8447115 22.3558333, 91.844744 22.3556159, 91.8446363 22.3556021, 91.8446067 22.3557999, 91.8445512 22.3557928))",,,,school,,,,2,,,,,,,,,,"[3894645169, 3894645168, 3894645167, 3894645172, 3894645173, 3894645177, 3894645178, 3894645175, 3894645176, 3894645179, 3894645180, 3894645166, 3894645165, 5029833092, 5029833091, 3894645174, 3894645171, 3894645164, 3894645163, 3894645170, 3894645169]",,,,,,,,,,,,,,2,5,north,5,3.12
way,386684431,school,Bakaia Residencial School & College,"POLYGON ((91.8455439 22.357244, 91.8455128 22.3573696, 91.8453472 22.3573354, 91.8453722 22.3572059, 91.8455439 22.357244))",,,,,,,Bappi,,,,,,,,,,,"[5029979996, 3900397365, 3900397366, 3900397367, 5029979996]",,,,,,,,,,,,,,2,5,north,5,3.12
way,440707225,school,St. Placid's School,"POLYGON ((91.8387738 22.3335413, 91.8388855 22.3322353, 91.8398793 22.3321464, 91.8400243 22.3334864, 91.839384 22.3336652, 91.8391049 22.3336314, 91.8390633 22.3336633, 91.8387738 22.3335413))",,Chittagong,,,,,,,,,4000,Patherghata,,,,,,"[4599043286, 4384871896, 5004916994, 5004916995, 4384871899, 5004916996, 4599043287, 4599043286]",,educational_institution,,,,,,,,,,,,2,5,north,5,3.12
way,498459706,university,Asian University for Women,"POLYGON ((91.8236234 22.3584389, 91.8236165 22.3583365, 91.8236194 22.3582874, 91.8236196 22.358172, 91.8236202 22.3581096, 91.8236299 22.3580478, 91.8237312 22.3580459, 91.8239162 22.358049, 91.8239757 22.3580044, 91.8239808 22.3579165, 91.8239891 22.3577954, 91.8243563 22.3579243, 91.8243335 22.3580947, 91.8243284 22.3581332, 91.8243302 22.3582526, 91.824303 22.3582912, 91.8242308 22.3582898, 91.8241147 22.3582985, 91.8240021 22.3582969, 91.8240022 22.3584135, 91.8239984 22.3584391, 91.8236234 22.3584389))",,Chittagong,,,,http://www.asian-university.org/,,,,,4000,M M Ali Road,,,,,,"[4898771221, 4898771222, 4898773345, 4898773346, 4898774618, 4898773347, 5006366530, 4898773348, 4898773349, 4898773350, 4898773351, 5006882432, 4898770716, 5006882429, 5006882434, 4898770720, 4898770719, 4898770718, 4898771226, 5006882443, 4898771225, 4898771221]",,,20/A,yes,Personal Information,,,,,,,,,2,5,north,5,3.12
way,513039471,school,Dewpoint School,"POLYGON ((91.7859339 22.3357807, 91.7862779 22.3357915, 91.7862828 22.3356562, 91.7859388 22.3356454, 91.7859339 22.3357807))",,,,yes,,,,,,,,,,,,,,"[5016059172, 5016059171, 5016059170, 5016059169, 5016059172]",,,,,,,,,,,,,,2,5,north,5,3.12
way,516327772,school,Port Authority High School,"POLYGON ((91.7944622 22.3156132, 91.7949557 22.3156157, 91.7949638 22.314932, 91.7945373 22.3147509, 91.7941631 22.3150561, 91.7944622 22.3156132))",,,,,,,,,,,,,,,,,,"[5040624564, 5040624563, 5040624562, 5040624561, 5040624560, 5040624564]",,,,,,,,,,,,,,2,5,north,5,3.12
way,516739851,school,"Ahmad Mia Girls High school, khalek showdagor Road, Chattogram","POLYGON ((91.782878 22.3039577, 91.7830859 22.3039838, 91.7831043 22.3038576, 91.7828965 22.3038315, 91.782878 22.3039577))",,,,yes,,,,,,,,,,,,,,"[5043993823, 5043993829, 5043993813, 5043993808, 5043993823]",,,,,,,,,,,,,,2,5,north,5,3.12
way,516739971,school,"Halishahar Ahmad Miah City Corporation High School, Alishahpara Rd, Chattogram","POLYGON ((91.7828206 22.3038422, 91.7830269 22.303868, 91.7830435 22.3037546, 91.7828372 22.3037288, 91.7828206 22.3038422))",,,,yes,,,,,,,,,,,,,,"[5043993793, 5043993798, 5043993771, 5043993760, 5043993793]",,,,,,,,,,,,,,2,5,north,5,3.12
way,516740093,school,,"POLYGON ((91.7830993 22.3040185, 91.7831881 22.3040306, 91.7832149 22.3038619, 91.7831261 22.3038498, 91.7830993 22.3040185))",,,,yes,,,,,,,,,,,,,,"[5043993835, 5043993836, 5043993814, 5043993812, 5043993835]",,,,,,,,,,,,,,2,5,north,5,3.12
way,654664040,school,Bangladesh Bank Colony High School Playground,"POLYGON ((91.8034127 22.324893, 91.8034101 22.324403, 91.8039572 22.3244129, 91.8039438 22.3248868, 91.8034127 22.324893))",,,,,,,Bangladesh Bank Colony,,,,,,,,,,,"[6134561255, 6134561254, 6134561253, 6134561252, 6134561255]",,,,,,,,,,,,,,2,5,north,5,3.12
way,687450515,school,Silver Bells Kindergarten & Girls' High School,"POLYGON ((91.7910974 22.3315064, 91.7910966 22.331132, 91.7914962 22.3311313, 91.7914971 22.3315056, 91.7910974 22.3315064))",,,,,,https://silverbells.edu.bd/,,,,,,,,,,,,"[6444023741, 6444023742, 6444023743, 6444023744, 6444023741]",,,,,,permissive,grass,,,,,,,2,5,north,5,3.12
way,818912251,school,SOS Herman Geminar School,"POLYGON ((91.7798804 22.3414742, 91.7809568 22.3414828, 91.7809649 22.3406245, 91.7798885 22.3406157, 91.7798804 22.3414742))",,,,,,,SOS Children Villages - https://www.sos-childrensvillages.org/,,,,,,,,,,,"[7647598713, 7647598714, 7647598715, 7647598716, 7647598713]",,,,,,,,yes,ngo,none,,,,2,5,north,5,3.12
way,846052307,school,Barek Miah High School,"POLYGON ((91.807104 22.3167071, 91.8071208 22.3164729, 91.8072505 22.316469, 91.8072358 22.3167109, 91.807104 22.3167071))",,,,,,,,,,,,,,,,,,"[7893344778, 7893344779, 7893344780, 7893344781, 7893344778]",,,,,,,,,,,1-10,,,2,5,north,5,3.12
way,1037947974,school,Chittagong Municipal Model High School - Playground,"POLYGON ((91.8325897 22.335475, 91.8331182 22.3355443, 91.8331901 22.3351411, 91.8326669 22.3350767, 91.8325897 22.335475))",,,,,,,,,,,,,,,,,,"[9560208223, 9560208224, 9560208225, 9560208226, 9560208223]",,,,,,,,,,,,,,2,5,north,5,3.12
relation,9102262,college,,"POLYGON ((91.7941968 22.3157182, 91.794326 22.3158149, 91.7951126 22.3157879, 91.7951172 22.3155907, 91.7951171 22.3152958, 91.795147 22.3149573, 91.7945426 22.3146941, 91.7938772 22.3152786, 91.7941968 22.3157182), (91.7944365 22.3157069, 91.7944714 22.3157069, 91.7944714 22.3156898, 91.7944235 22.3156898, 91.7944235 22.3156932, 91.7944245 22.3157677, 91.7943587 22.3158025, 91.7942224 22.3157141, 91.794179 22.3156536, 91.7943547 22.3155512, 91.7944163 22.3156449, 91.7944162 22.3156362, 91.794687 22.3156359, 91.7949579 22.3156355, 91.7949579 22.3156507, 91.7949723 22.3156507, 91.7949746 22.3149986, 91.7951046 22.314999, 91.7951019 22.3157521, 91.7949719 22.3157517, 91.7949722 22.3156727, 91.7949579 22.3156727, 91.794958 22.3157266, 91.7949414 22.3157266, 91.7948361 22.3157268, 91.7948362 22.3157585, 91.7944734 22.3157589, 91.7944734 22.3157484, 91.7944365 22.3157485, 91.7944365 22.3157069))",,,,,,,,,,,,,,,,,,"[[[6134243589, 6134243588, 6134243587, 6134243586, 6134243585, 6134243084, 6134243083, 6134243082, 6134243589], [5040631559, 5040631556, 6134243069, 6134243070, 5040631555, 5040631552, 5040631557, 5040631558, 5040631553, 5040631554, 6134243068, 6134243067, 5040631559], [5040631545, 5040631538, 5040631539, 5040631541, 5040631540, 5040631544, 6134243076, 6134243075, 6134243073, 5040631532, 5040631535, 5040631534, 5040631533, 6134243072, 6134243074, 5040631543, 8806226580, 5040631542, 6134243081, 5040631550, 5040631551, 5040631548, 5040631547, 5040631546, 6134243080, 6134243079, 5040631536, 6134243077, 6134243078, 5040631545]]]",,,,,,,,,,,,"[654640846, 516328964, 516328961]",multipolygon,2,5,north,5,3.12
relation,9102388,college,,"POLYGON ((91.7908707 22.3199743, 91.7915708 22.3206192, 91.7917639 22.320469, 91.7917788 22.3204393, 91.7918605 22.3202768, 91.7920026 22.3199778, 91.7919329 22.3198041, 91.7913733 22.3195311, 91.7911199 22.3197644, 91.7908707 22.3199743))",,,,,,,,,,,,,,,,,,"[[[6134403823, 6134403822, 6134403821, 6134403820, 6134403819, 6134403818, 5031880438, 6134403817, 6134403816, 6134403823]]]",,,,,,,,,,,,[654648654],multipolygon,2,5,north,5,3.12
